,index,Beastmaster,Earthshaker,Morphling,Phantom Lancer,Undying,Bounty Hunter,Earth Spirit,Ogre Magi,Shadow Fiend,Slardar,Faceless Void,Juggernaut,Lion,Tiny,Windranger,Dazzle,Medusa,Spirit Breaker,Venomancer,Abaddon,Nature's Prophet,Ursa,Crystal Maiden,Enigma,Lifestealer,Phoenix,Centaur Warrunner,Templar Assassin,Alchemist,Doom,Treant Protector,Viper,Night Stalker,Witch Doctor,Disruptor,Invoker,Legion Commander,Anti-Mage,Drow Ranger,Luna,Riki,Silencer,Dark Seer,Winter Wyvern,Bane,Lina,Timbersaw,Bristleback,Kunkka,Storm Spirit,Warlock,Nyx Assassin,Spectre,Axe,Slark,Vengeful Spirit,Jakiro,Zeus,Pudge,Naga Siren,Shadow Demon,Tinker,Leshrac,Tusk,Sven,Terrorblade,Magnus,Necrophos,Wraith King,Keeper of the Light,Meepo,Lycan,Clockwerk,Lich,Huskar,Dragon Knight,Io,Queen of Pain,Clinkz,Sniper,Ancient Apparition,Rubick,Ember Spirit,Death Prophet,Troll Warlord,Gyrocopter,Mirana,Omniknight,Razor,Outworld Devourer,Chaos Knight,Tidehunter,Weaver,Phantom Assassin,Techies,Sand King,Bloodseeker,Oracle,Puck,Pugna,Elder Titan,Batrider,Enchantress,Broodmother,Brewmaster,Chen,Skywrath Mage,Visage,Lone Druid,Shadow Shaman
25,Medusa,0.4330078870920314,0.4688982382151853,0.4220623987810458,0.5219052294615438,0.3924190672335856,0.460453401692325,0.4410343877612556,0.3606022592595382,0.4958587405360442,0.4351337186702187,0.4948448240745816,0.4853406517181831,0.5365714322203831,0.5117539857497128,0.5099951266584938,0.4438556037311838,,0.4145924560800025,0.3791213822510939,0.3258688806579728,0.5154872546314301,0.386668289200826,0.4642781630105815,0.3840835367193851,0.5410961319079856,0.3840835367193851,0.3711458304022563,0.4338160361015149,0.4422682367694405,0.4582370772520494,0.3612424984784324,0.4772992088553904,0.3688011793344857,0.4775215699050021,0.4864844066166897,0.4674973540255148,0.470198693304849,0.5000829189888037,0.361265103378347,0.3548937698207063,0.4413117801890672,0.4245986153246845,0.4769447408581397,0.4965042021422287,0.4258775965842534,0.5288421852013034,0.6180898964168237,0.6032011321078902,0.5054771123296357,0.5293349749798597,0.3304534902599767,0.4187404583124835,0.3792208830905808,0.5870902612891278,0.4681999499389722,0.3455010983543914,0.3875815952518113,0.4013619999178976,0.5432470916571587,0.4368344081994023,0.4661617830226639,0.5126876687650975,0.4219234534367055,0.4782450021915833,0.5295851013131989,0.3116219921125717,0.5464746477081652,0.4536819924231038,0.3801462943336396,0.4214541463070582,0.5314372714948966,0.3907078562746876,0.4121810551990519,0.3636689045373263,0.4938803270016424,0.4955863038023086,0.5552022530213655,0.5339663354967203,0.3646872121356355,0.6026107245671233,0.4726905887667339,0.5454365156544023,0.5460027039914026,0.4860922023248993,0.6113171816155625,0.5224209402701026,0.399775716575741,0.4569279368154242,0.474932159510012,0.4261501134338917,0.478911377409721,0.4426486032336822,0.4536198657037575,0.5155060961453667,0.3093893003499758,0.4932991419382305,0.5108332390767232,0.358126892344679,0.4860009642338971,0.4606757548486151,0.1881127593879773,0.3673671298006892,0.4537345197425524,0.4708515898394834,0.3798593853621745,0.2992980081982123,0.5251071844189874,0.358126892344679,0.6018758161665795,0.4653575502687976
26,Skywrath Mage,0.3733173880136234,0.4137976305789483,0.3706039532371102,0.4374333267214307,0.3104476876158182,0.3988165404198892,0.2962210290773474,0.3607714617073462,0.4044570033755192,0.3548760622122947,0.4029241425786828,0.4193934498844457,0.4193377106338997,0.4196250818689339,0.4337352369116365,0.3615601227955111,0.4121775709212428,0.336578357817016,0.3217247072676881,0.3051979646503918,0.487414958998031,0.2807112440353526,0.3874706591626194,0.3634587154004887,0.4081523880302756,0.3933464307610199,0.336053346334575,0.3663102853176813,0.3852964664278608,0.3615831989412851,0.4215753738908497,0.3158551299789473,0.3476375968578428,0.389034363554997,0.3908725043937908,0.4235546663248407,0.4180578615379829,0.4600224039974357,0.4360282686676275,0.2911420315513363,0.2819563852728071,0.3739608655879645,0.4156972914839604,0.4057486882797991,0.4204350168820734,0.4974165885527715,0.4458728430542403,0.4359846718982878,0.4142102142804601,0.4020462384499909,0.2416777440601756,0.4491732512504251,0.3992558087185495,0.388739633168191,0.392687959159974,0.3529981133742192,0.3895137339402881,0.3843197711081302,0.4191235103839175,0.3198604151517906,0.3447131617695161,0.4860016272725328,0.349570237528785,0.395519553552888,0.3480596261497677,0.2867821208591458,0.4698166027535285,0.3548117281671342,0.3421090794379915,0.3504845759399334,0.3543042849637767,0.3247902332252605,0.441951021331933,0.3381459728372753,0.3556734650485055,0.3603007569249538,0.4265660642868502,0.5151930623300979,0.3877211567698757,0.5024734674975919,0.4543568365978527,0.4455389061567226,0.4596386512290205,0.3401293229385576,0.3661628241840742,0.3829815064192194,0.4255368620788757,0.2738731159525935,0.4360282686676275,0.3296965219222435,0.3069627781339348,0.4119603708988548,0.4447912091341383,0.4511411369187543,0.4115768572659863,0.4419158940535558,0.3863005773182998,0.364845086515438,0.3567310642119894,0.4052851266855586,0.27585858177023,0.4219234534367055,0.4219234534367055,0.3979154435522611,0.3257524229286744,0.1982449614134158,,0.3982909179893206,0.3198604151517906,0.3983523214077571
27,Slark,0.4374912171849073,0.4830006934163474,0.5034508804652195,0.4762159888225787,0.3960215290630962,0.4919852665370151,0.4592208382977598,0.4486425069079079,0.4712679680790697,0.4461684905551325,0.5054080685546996,0.468303578891941,0.4995900501498083,0.4512962100049074,0.5154830690255088,0.4197093952050744,0.4783855742186106,0.4391575847980242,0.4435798099820973,0.4189742870485157,0.5465634838364554,0.3937138989716191,0.4276068857736692,0.4176177956283633,0.5487054383301899,0.4456933292910556,0.4443864802225056,0.4992268198268417,0.5118408000753516,0.4209076622940935,0.4384337206650755,0.4350258083154859,0.4524122430967368,0.495086597041585,0.3742569897853036,0.5037691051429987,0.4946774254507147,0.481526848268853,0.4823944306059683,0.479970837021177,0.389175766270616,0.481689673411137,0.4356884978860696,0.4789421297540135,0.5007490788086019,0.4964245390603006,0.4978284325588354,0.5041260217917902,0.4451622164754512,0.4782839607680705,0.4215294516640721,0.4734005235917644,0.3806359655332582,0.5469730864538168,,0.4135250988803055,0.4950798238787507,0.4254525531137561,0.4755496203739061,0.4399704900134547,0.4570141945810369,0.5245478655756914,0.4886264070600483,0.4747364575509433,0.4703091929247932,0.4659454999168666,0.5091271781834809,0.3411828834218039,0.4276406109338458,0.4442427854748668,0.4362700003352748,0.4676142838749048,0.4407467598408086,0.4283585012738284,0.4887879539662638,0.5122118792496007,0.4317922400520756,0.5191865797165175,0.4813947148404905,0.5283563838613237,0.4990479784928559,0.5475808978085375,0.5300091849325882,0.4532069527056163,0.5049202706079184,0.4960631789652869,0.4610964484172501,0.3397924459214136,0.4829822369006721,0.4317011886479218,0.4461969233381925,0.4718673960975972,0.5161414239853731,0.5049848781866855,0.5325097164466585,0.4573880041184761,0.48818610813244,0.4674796663184388,0.5131397139892382,0.4525991149581647,0.4276830825567779,0.4613868803652953,0.4570972192276587,0.5125097670200544,0.4804150136010523,0.5584449810050397,0.4787837422272914,0.4327844221312633,0.4769447408581397,0.5073583237921961
28,Chaos Knight,0.2867171927715731,0.453053353268628,0.4471786799604254,0.4217096500541492,0.4227369107285054,0.5107207393958045,0.3654210019060551,0.4980375063078831,0.4524010991016485,0.4872560821433596,0.4821082285158197,0.4788058601876331,0.5169275408917564,0.4372174856404741,0.5207063400845571,0.4242785064046163,0.4047061620788221,0.4313281781323282,0.3667752391118108,0.3325321436006159,0.4814653869221885,0.3922564815503887,0.4056043791236665,0.4582820759233693,0.5394527182418937,0.3826089586061991,0.4070418193566117,0.3867566507681494,0.5137106374601235,0.4482696034883493,0.3438224347819615,0.4397175935599384,0.4651761946833502,0.4122552090867546,0.3650850529495865,0.5008742591721337,0.5185426550263095,0.4967097296103359,0.4688974928537032,0.3967938072853936,0.3320329654083731,0.4229675968804022,0.426288078279056,0.4801139771885575,0.4984365350063288,0.5300777192560877,0.4821082285158197,0.4835187630234299,0.4472633315237413,0.409517457852855,0.3157239680468676,0.4273986728598904,0.3489428544975757,0.5512442539306482,0.4798574354686917,0.3871534918338872,0.3848302030721237,0.4607309832022266,0.4847298516951419,0.4076626249536971,0.5462549057408342,0.5060175500135465,0.3813741307280402,0.5241125243354511,0.4238046068775492,0.4459589366034618,0.4386868443759583,0.405562312656539,0.4152867111032806,0.4798091851165745,0.3137344236063191,0.4791396311978173,0.4918939612576192,0.3520432197193,0.5334534080943271,0.3810209474394701,0.4950588083725769,0.553124036780241,0.4736605349204075,0.559352192203559,0.4749218757421064,0.514428912148082,0.4466413958070335,0.4489523044494656,0.4811725262897893,0.421176664360546,0.4185353562805676,0.3563788751160694,0.4029107454564981,0.3901038392417699,,0.4740544202364146,0.4633898487349736,0.4661397447022973,0.501410168761127,0.4237112725109654,0.5124876143136843,0.5033399787115652,0.4152269024186123,0.4224743369429498,0.4831108797896222,0.5076986576690685,0.5892954623327165,0.3461744754671859,0.458303065144278,0.4328542766852363,0.5605282305356535,0.3398561575495229,0.5215382605023261,0.3897677343642162
29,Lina,0.3950989665872024,0.4043854293974961,0.4834575161163486,0.4544977037767028,0.3506686970528484,0.4372272259863124,0.3191114830860613,0.4288463801349198,0.428979113166416,0.3684799425578388,0.4655939274622788,0.4040125893272803,0.459164511995731,0.4154577560180456,0.4392147926094543,0.4223209108040431,0.3856797699680785,0.3893514622041909,0.3668755959654627,0.4016912953067353,0.4680520026240803,0.3188069857991907,0.3663624858864316,0.3469275100582689,0.426461038675075,0.4421706227988142,0.3615746921854014,0.4097849570205294,0.4183960491087417,0.3918063066440898,0.4459158585881442,0.3898247500910542,0.3665295078400056,0.3917473803568399,0.3663504979451955,0.4282381537317805,0.4178868212314408,0.4485392681533746,0.3432214808618972,0.4331706628239689,0.3422152597481113,0.4042828981459225,0.4496820674564073,0.4077190292986872,0.4150160697525646,,0.4857751872232705,0.438932984012876,0.4682237655586441,0.4642781630105815,0.3543550159416524,0.4360043218383121,0.3164989044740915,0.4929005764293526,0.4512908636760877,0.4403220839453067,0.4312179183812923,0.3530623580559314,0.4444873953460378,0.3934202092584674,0.4856734256246086,0.45076751333371,0.4325969169065103,0.41652100205376,0.3729708832180664,0.4023080874564109,0.4261582213956034,0.3461022413456549,0.376450569807614,0.3834586883568905,0.4943176665924105,0.3650553464151695,0.4170906822850828,0.3908706831638761,0.4298161955535965,0.4484344974519225,0.4489285741156992,0.4880843511946381,0.4025530344067584,0.3955434884332618,0.4312531175364633,0.4633785595111169,0.4590725590434753,0.3978495533497186,0.3875868725843122,0.4445077258081766,0.4290354301080183,0.3311066326978272,0.3646958944353512,0.5355396075942365,0.3537359916161672,0.3667475296970537,0.417780049421714,0.4203001497880995,0.4606550074490286,0.398406444058398,0.4144950817994085,0.3325321436006159,0.4557857089367696,0.4100820039813723,0.2882456512530507,0.4075137344611715,0.4966881513192572,0.4386200384689787,0.3895137339402881,0.3567310642119894,0.4644250967575703,0.3953880075043903,0.4149931111269609,0.4390008960324714
30,Weaver,0.3447432540962682,0.4747922304032059,0.3194258890248905,0.508624762234775,0.4103422980555004,0.4161677235982312,0.3484759343204253,0.390521522108139,0.4108880324202883,0.3525218388067374,0.3774869237107814,0.451906859016273,0.4338506333199177,0.3991443027747456,0.4784729453377426,0.4097229499633811,0.360897211239025,0.3164764264694721,0.4247673055392773,0.3427011480788536,0.4175477458666696,0.3670225125367675,0.3893164152729682,0.3751081795934127,0.4659852332977716,0.4005157766877741,0.3365583329880693,0.4166738517187752,0.4184778418659074,0.4318015886627948,0.334763933612968,0.3837324781210689,0.3610960867183849,0.3889898372851376,0.3787495387837906,0.4557217624967014,0.4674841022465664,0.459824349670614,0.3542358234734981,0.4111688615108496,0.3072721413737004,0.3889898372851376,0.39484767990661,0.4437066722855302,0.4476593463255317,0.495184146815631,0.3986361000901274,0.4540128446773048,0.4302430272177625,0.5016661484890078,0.4536198657037575,0.4426486032336822,0.2758027458713519,0.465966548559745,0.4469078170393131,0.3815896186932496,0.3868786464057155,0.2515112743105678,0.4747922304032059,0.173755314240536,0.3675230846944931,0.4016643580854897,0.4326535142760728,0.4577122698042799,0.4612503363940853,0.3664451431682858,0.4419158940535558,0.3927500893452146,0.3604485575741792,0.4483297467424587,0.4172404813075648,0.3447432540962682,0.479337215463082,0.3789990542629741,0.4279521433830941,0.3778372877915117,0.3585748589437075,0.4676226431467063,0.3720607443853214,0.4937765409597366,0.4485969339243071,0.4514752792028547,0.4410118253303433,0.3684383690774015,0.3743267452907187,0.4182133669910667,0.3469430592141974,0.4023351781566668,0.4340106587147449,0.3979154435522611,0.3457274259756359,0.3776205558204566,,0.4171699106717356,0.3050123610790954,0.442993020258223,0.352450813697613,0.4104052722210609,0.4478840361527429,0.4220025157487166,0.348403954480288,0.4073945735896699,0.4915194951399626,0.3663355166543263,0.3521837544891414,0.2188065323728171,0.4090648919320129,0.4073945735896699,0.4525440735307745,0.3847643948333295
31,Anti-Mage,0.3352971791507503,0.4444357648987351,0.5782770135099097,0.5082721868852165,0.4199280816937137,0.462867900645267,0.4223606209719133,0.4446485229117212,0.4560681599044464,0.358673297575496,0.4814496576046362,0.4538768397360069,0.4741550347752126,0.4276959906383021,0.470493297654625,0.4359472904499033,0.4641066845978259,0.3950214703492638,0.4066118005066307,0.4583255917695155,0.5536968088668854,0.361334354141488,0.417301274357181,0.4400092917553765,0.4898519232901637,0.4491806507511499,0.4041721817791157,0.4169316231140983,0.4487240701256352,0.4209327670654385,0.3698968572258358,0.4600019021444885,0.4323223091128495,0.4748070574847185,0.4024845671003927,0.4523053109933874,0.4378196100173027,,0.4063040207076207,0.4302330438385473,0.3319971286587911,0.4316669399178136,0.4614769448738345,0.4669581312518693,0.4541548648409316,0.535065695974381,0.5197647733927542,0.497606480598451,0.5103831110516338,0.5602887188787222,0.3916838973360813,0.4891908484485925,0.4151110783451563,0.5006804295879479,0.5241225405856402,0.4190505492058698,0.4498493512926792,0.4355939294745978,0.4827495550320534,0.4295706213734638,0.3959811959252013,0.5265812677803348,0.5244825800831057,0.4639039740602308,0.4464565191364035,0.4157554329317638,0.506635899088439,0.4568546349293297,0.44530766870258,0.4735002333859322,0.3987622358449081,0.4090471909102537,0.5259489299941249,0.4044599282795166,0.4376490146291688,0.4842795624491711,0.4609621562735762,0.5488549533191626,0.4552530135624886,0.5159674831078676,0.5055947859488952,0.4973293132311571,0.506204529611689,0.4494082572663854,0.3939325778866433,0.4966781497278493,0.455565203134964,0.3762016381043065,0.5098442792389312,0.4394381840004416,0.3737230642215508,0.4448578713829701,0.4523386334197943,0.4450107328630235,0.468855956191247,0.4719910901151606,0.4666933309507146,0.443058468259943,0.5128809120463228,0.4722408813449818,0.4119603708988548,0.4349725864921189,0.409724679232304,0.4407283826476302,0.5007047839959217,0.409640050772093,0.4683972777640111,0.4711584215549715,0.4058505118067553,0.4220478088926108
32,Silencer,0.4399704900134547,0.5374538930089728,0.6388296062454186,0.4864080929394842,0.4433933436698143,0.494078027583926,0.4736018010686786,0.512650586426276,0.4943492535027429,0.4632484401335999,0.5663891934060662,0.4947706129473492,0.5282845545201061,0.5585908977493589,0.5459966895219778,0.4879781391826641,0.4841194458119104,0.4704943569066853,0.4786372969183933,0.4253477548472286,0.5646359418685903,0.3896649605802473,0.4932379816538926,0.5134952875842457,0.486044642736908,0.5203152689088946,0.5410970013555164,0.4823888851535938,0.4931270974643843,0.4503452195318227,0.4391498607613197,0.4795624421994908,0.4548149901948648,0.5118742268818169,0.4387758339174388,0.4983714992912653,0.4892580949839542,0.546625544312616,0.4144830265174701,0.4215294516640721,0.4226123492620796,,0.4836662137056723,0.5192416946781114,0.5106174442857525,0.6275657380478881,0.5180008287828092,0.5570277710620883,0.5345349404820446,0.6242063089415415,0.4610550652738897,0.5103574426194921,0.401424475907424,0.5865675177909615,0.4974799007628114,0.4760464037964747,0.4784074921934909,0.4340268172661336,0.5231329159456224,0.4684752561225493,0.4837393288504041,0.5357846178006428,0.5695636217454385,0.5421690603520759,0.4412066594220277,0.4803192139646101,0.5543297585501655,0.4792670472241436,0.4129136994351103,0.4057460421978855,0.500527102289502,0.4698388741794012,0.4773562079121572,0.4041766635426621,0.5414843423359309,0.4708228918895333,0.5244180870426445,0.5845890407964797,0.5157807247547083,0.5477710607703563,0.5044203850080448,0.5520132286327193,0.5613815269289351,0.415709495249305,0.4954301867936186,0.5102115423374421,0.4722896429939175,0.4586392280910711,0.5313245248289972,0.5709511234694651,0.4749947011629389,0.4847298516951419,0.5225116044008372,0.5016471834654068,0.5214756403534316,0.5870374224244828,0.5786468780506772,0.5525341042264348,0.5117539857497128,0.4465363581642867,0.3947224062330777,0.4424804159236297,0.5173105378126465,0.4428344922837585,0.4295706213734638,0.525947866375483,0.5124983667257815,0.4046497531484992,0.4355004304533109,0.4491794699630838
33,Axe,0.452417901876803,0.4345482356977405,0.410481138161225,0.5121761099685386,0.3672748677696663,0.461783002205737,0.3723840104890502,0.4113056390472644,0.3831925296035945,0.3938348170206738,0.4356208720815795,0.4008510340015394,0.5037656576069576,0.4258809476141547,0.4593398255526814,0.4223796505170363,0.3518900844441795,0.3459705596901099,0.2923060383868988,0.2924727026559426,0.5451775632536732,0.3129949606426742,0.3897630905534132,0.342942575265089,0.4526326405207936,0.345091725633754,0.3913617968046754,0.4585823392073503,0.4391935163262886,0.3748095299798827,0.3970933388924647,0.3723170278859276,0.3918710995281653,0.3980936171015873,0.4000490123279931,0.4328795039998704,0.4508160543945917,0.4492837921644962,0.3904781636530074,0.3324297735965899,0.3786963224068624,0.3272806964221305,0.338212872977183,0.4166150551193287,0.3571482657784044,0.5061802648966853,0.4415907610520155,0.4292608626273744,0.4299729586753193,0.4682783407271839,0.3491687293027709,0.4426480163559209,0.324992638656539,,0.4523592949196038,0.3720416669383513,0.3689740980606394,0.3339919349092622,0.4476619621715621,0.4473823615613035,0.4325246720445755,0.4868240601140989,0.4570972192276587,0.4245228974151882,0.4012242210768433,0.3591798565575445,0.4662438275232921,0.3112507667547919,0.327074625816216,0.3985184157758299,0.4267504103946124,0.3903259544546462,0.3884752667954544,0.338979802931698,0.4444452370209479,0.4434262263890089,0.4281358041299209,0.4643360844082491,0.4023211173632648,0.4458761317576563,0.395477176917173,0.4597322876354158,0.4431151234253568,0.4196214231273429,0.4287496249427541,0.4053861780773327,0.4196263363658513,0.3152445022712375,0.4394261759633426,0.4699361056142191,0.3700209500086036,0.3951011648744882,0.4761134802079385,0.4426593440736069,0.4127304710028328,0.4309416144831871,0.4137415387868076,0.4197840683642111,0.4999978525337594,0.444972621282495,0.2630046513523567,0.3485844371949035,0.3517598742517603,0.4994661246192855,0.3800515051121287,0.5202023638793082,0.4594001692352671,0.28049048016711,0.4473823615613035,0.3740299388629237
34,Legion Commander,0.3713011405109909,0.4553563570917618,0.5588417649498422,0.5157233875284847,0.4123042565257979,0.4790241884733616,0.4701020783341864,0.448279856397038,0.4335625537462467,0.4115369435505673,0.5109880665333068,0.4479200454196395,0.4709196044457425,0.444787410956873,0.4729289343927346,0.3942983182690715,0.4385300572659398,0.4123039917660379,0.3990671617030109,0.382298739961136,0.5652092549955773,0.3508391509928851,0.4144134761191023,0.4355417634249502,0.4488540648255824,0.4458761317576563,0.4011641987694882,0.400975640027996,0.4805000552772814,0.4408774231136447,0.4117855479873083,0.3794543229715848,0.4187904625848516,0.4158371800550225,0.4166524919601816,0.4967277883398086,,0.5359428535212705,0.438434083154131,0.4252561105750249,0.3750728203384419,0.4017362601568084,0.4631888503002905,0.4227950184857623,0.4829816942718247,0.5155299065228564,0.4846166255088974,0.4783122769908728,0.5101523939035852,0.5135378625656368,0.4209243184587234,0.4902660663404889,0.3580208426801133,0.4911651221755462,0.4695598765220919,0.4040956230477951,0.4067000122326645,0.3742852314124008,0.4888595405447216,0.5022078316314156,0.5013283940879091,0.5088656423232663,0.4756532472081218,0.4459156120879385,0.4342027521165344,0.4080479732484819,0.5048392956612587,0.3946578448008328,0.381842317518132,0.4480898913469275,0.4567191012928933,0.4257166400412402,0.4514248113638388,0.395635460482368,0.4495659695412673,0.427148755444086,0.5253504023142427,0.5328862503764533,0.5060737951093937,0.5017039592095279,0.4607670556789831,0.4880547139755564,0.5156114665184774,0.3774683180765575,0.3522091853377613,0.4234100080294293,0.4430787764040738,0.3700953204466042,0.4602521963243435,0.5122789481017178,0.4518527086207789,0.4233389877365449,0.4789258011845771,0.4488797631222982,0.4402002012413537,0.4865986158170351,0.5086862423174168,0.4235248349971002,0.4895788443679011,0.463494619155678,0.3645991214526058,0.4440648694183697,0.5206975536972436,0.5730281248909402,0.4146522462605072,0.3743267452907187,0.525910561597459,0.3364312616337398,0.4724806077128607,0.4688437383889038
35,Tinker,0.2850939255995037,0.41495070562675,0.4070418193566117,0.3966411177760255,0.3212097009644673,0.3952513061155218,0.3698226460914751,0.4060478486804078,0.4400494529885524,0.4070649413558906,0.417595238289514,0.3650489181854888,0.420992903970701,0.3559232350083735,0.476981545748341,0.4041321634848909,0.4147735676194863,0.3423251545799412,0.263727303130343,0.3473849885145197,0.5155967976218372,0.2800790412729085,0.3399986485329374,0.3819741598954924,0.2908877429748425,0.350323881042014,0.3381582232846784,0.3991443027747456,0.3821455788015999,0.3291965498459635,0.2973776575351035,0.3273399386284105,0.3824282005908369,0.369020667957066,0.3641351394653982,0.4574314596222295,0.4274122160086652,0.3891992941270346,0.419619594943873,0.365608083090241,0.3369119142004277,0.3405124388471932,0.3747183355187521,0.4228245603299608,0.4290154460449416,0.4848956105637779,0.3388228926127975,0.3484768555230025,0.3545940374421491,0.3955239536669479,0.3256611865706735,0.4014766825557199,0.2530526264826178,0.4769594913572799,0.4568120654385201,0.3413906408392634,0.3679483136280337,0.3032590229795578,0.3863980899881571,0.4220025157487166,0.3788352911467995,,0.3688586295978054,0.4085166981220903,0.3983523214077571,0.3746756374046803,0.4501868161881859,0.2737280288944006,0.3055833530945592,0.4038315303659957,0.3684383690774015,0.3891564047231397,0.3546723609421455,0.3849579354501229,0.3426481768160373,0.3944745960566067,0.4330336769314387,0.4624874547782563,0.2560450046657549,0.3922239799891838,0.4184432044324303,0.4222102717119182,0.4591482084045711,0.2930475387568963,0.3617504953973278,0.4283916327492646,0.4058933226072849,0.288975751010361,0.3890887170005871,0.3552598959637448,0.2892870018028064,0.343613029268308,0.3563277605271961,0.4300038288482712,0.3425442955443266,0.3291664697059705,0.5100024053334903,0.4341862288289697,0.3193530887999687,0.3504845759399334,0.3883466586522875,0.2666563888106735,0.3046601928840721,0.3991801621874118,0.2714056205144606,0.3398561575495229,0.3430597191697986,0.3700593802298759,0.2923715741664665,0.3751894912641606
36,Bloodseeker,0.4006618319896197,0.4200501159595043,0.3663355166543263,0.3776303416159947,0.3763207365147416,0.4758574446682935,0.3934130832502007,0.3863128361210248,0.3868695636552557,0.3765724369986753,0.3716354277645988,0.3641300940784894,0.4455362630289986,0.4297491551826924,0.4413718146189658,0.3648280380605932,0.3464216368492514,0.376587413012356,0.3808414231817238,0.3019197812852649,0.4744276571463636,0.2412346330375327,0.3430417164554648,0.3995266805102293,0.4568175287627785,0.3409664024638253,0.3543042849637767,0.3689593580728268,0.4552562585608371,0.3796510719534066,0.2528840229145175,0.4109336453613852,0.3402303921927357,0.3588241492572346,0.3466341183730105,0.4741859504161736,0.4584077607533094,0.5064194694431905,0.4112126879245523,0.3617360780927623,0.3587936587491697,0.4449932558316462,0.3766508323337421,0.3888009058201252,0.4112188941518321,0.4766885980388635,0.4748967441011687,0.4238046068775492,0.4526370596995018,0.4455144929936507,0.2707929961254816,0.3307934101645157,0.3257341890551966,0.4383724152108503,0.423965110802883,0.3203721031910339,0.2818236053432453,0.3374368606993843,0.4822648994601937,0.4524731939184713,0.2884966777841157,0.3563277605271961,0.3334047468175682,0.40224008764759,0.3469675817914274,0.3006427855834161,0.4125744390303045,0.3554406020679072,0.280593961741573,0.3710497992478591,0.495623549942154,0.321502117676121,0.3570112358013635,0.3251580463615106,0.3859103744766434,0.3634587154004887,0.3200246417222965,0.474797692693083,0.3703361950672306,0.4907070060042293,0.409634860882409,0.4663382688872414,0.4260100483022584,0.3171483846042472,0.3698226460914751,0.3672036603967875,0.3896351695585751,0.2601118770200679,0.4630290566620046,0.4237564652677525,0.3076326608163387,0.3933464307610199,0.4925800538625368,0.4625272319578875,0.4620740542796606,0.4322265049400512,,0.3552598959637448,0.4027035643673724,0.3934130832502007,0.3086938710806883,0.3798593853621745,0.4812070108791201,0.3590487639638429,0.239001833245089,0.2923715741664665,0.4438838854585203,0.2563463532567421,0.455790630628739,0.2902885412014458
37,Bounty Hunter,0.3579461994455504,0.4803963985238962,0.577304930677612,0.519645771764485,0.47915891336829,,0.5037151031674422,0.5131778247877845,0.5154030184521686,0.4350147362483055,0.4701348873220347,0.4653962653177322,0.528184104057829,0.5212080030979627,0.5381987783588267,0.4675355915564425,0.4225389902067417,0.4561532884396475,0.4592423200341664,0.3968728459152229,0.560368256437197,0.3797416660153918,0.4368668195452005,0.4383108995305373,0.5243150237416004,0.4496426319350891,0.4659886930469553,0.4960150507508664,0.5050706114953192,0.4447130786575946,0.4297941343502282,0.4760893853756466,0.4471752339533796,0.4551411640084101,0.4473929501927309,0.5059227323453852,0.4889447349221505,0.5212568999683399,0.4555213210694612,0.4463451125753213,0.4473248924171142,0.4581395775740985,0.4609171699717404,0.475246057602683,0.5103586447828645,0.5129655897766667,0.5686923774777659,0.5316397981047545,0.5357846178006428,0.4665362260431717,0.4394220229914359,0.4996402355085649,0.3969622945582491,0.5248760966740641,0.4855594389497286,0.4662998695943986,0.4543568365978527,0.3991725883008807,0.479801022514254,0.377631859221555,0.4829350275494284,0.516752897786698,0.5476803635967378,0.4803963985238962,0.4505225655126517,0.4030238582381012,0.5286886411105046,0.4380023793237885,0.4139295780416069,0.4900353082930025,0.4581357922838883,0.403685552409757,0.4865503535549593,0.4445933472277704,0.4305747276065581,0.4555025243115311,0.5004063764582354,0.5161391232259981,0.4789783956029914,0.5275988172144238,0.510854965094413,0.5179629871029362,0.5233791829331653,0.4792982342290396,0.4632730448462221,0.5098967516678271,0.4671097793514728,0.3556771125125839,0.4138927395225882,0.5363553277985231,0.4001313213458474,0.3535987446463683,0.4904757071993089,0.4947346953217477,0.5261624216601202,0.4795527169879142,0.4480183776970562,0.4918939612576192,0.44517707534608,0.5189689089302262,0.4544330616731061,0.3877211567698757,0.4912175875015157,0.5605966911485732,0.447250164367371,0.4068518288999885,0.4754509502671491,0.3856851352698475,0.4730239553146009,0.4501974823494158
